text,label
"""by the 2001 [IPCC] climate assessment...the Medieval Warm Period had been ingeniously wiped out.",1
The Ozone Layer stops UV radiation from entering our atmosphere.,1
"Weather is chaotic because air is light, it has low friction and viscosity, it expands strongly when in contact with hot surfaces and it conducts heat poorly.",1
The Independent Climate Change Email Review found the CRU scientists were unhelpful and unsympathetic to information requesters and at times broke FoI laws.,1
Skeptics who oppose scientific findings that threaten their world view are far closer to Galileo's belief-based critics in the Catholic Church.,1
"""I mean, it - I mean - and I tell somebody, I said, just because you have a group of scientists that have stood up and said here is the fact, Galileo got outvoted for a spell"" (Texas Governor Rick Perry)",1
"Ironically, it's those who are mispresenting Hulme's paper that are the ones being misleading.",1
"'The UN’s Intergovernmental Panel on Climate Change misled the press and public into believing that thousands of scientists backed its claims on manmade global warming, according to Mike Hulme, a prominent climate scientist and IPCC insider.",0
Science entitled The Scientific Consensus on Climate Change (Oreskes 2004).,1
Benny Peiser conducted a search of peer-reviewed literature on the ISI Web of Science database between 1993 and 2003.,0
"For example, geothermal energy is available at all times, concentrated solar thermal energy has storage capability, and wind energy can be stored in compressed air.",1
"Numerous case studies on both regional and global scales have determined that renewable energy, if properly implemented, can provide baseload power.",1
"Trenberth's views are clarified in the paper ""An imperative for climate change planning: tracking Earth's global energy"".",1
" As it happens, the writer of that October 2009 e-mail—Kevin Trenberth, a lead author of the warmist bible, the 2007 Intergovernmental Panel on Climate Change (IPCC) report—told Congress two years ago that evidence for manmade warming is ""unequivocal.",1
"But Trenberth’s ""lack of warming at the moment"" has been going on at least a decade.",1
"""Rapid loss of ice-mass from the glaciers of Greenland and Antarctica are  cited as proof positive of global warming's onslaught.",1
"The latest  measurements involve the use of satellite gravimetry, estimating  the mass of terrain beneath by detecting slight changes in gravity as a  satellite passes overhead.",1
But gravity measurements of ice-mass loss are  complicated by glacial isostatic adjustments—compensation for the rise or fall of the underlying crustal material.,1
The report suggests significantly smaller overall  ice-mass losses than previous estimates.,0
"""So  recently the media picked up on the fact that CRU deleted the raw data for this  important global temperature set long ago.",0
Maximum warming occurs over the surface during winter while less surface warming is found in summer when heat is being used to melt sea ice.,1
The authors seem to have jumped right  into statistical  analysis without proposing a physical mechanism that  works.,1
"Whatever is driving increases in winter Arctic temperatures   is not heat coming out of the Arctic Ocean, which is covered with   insulating ice.'",0
"""Pollution; none of us are supporting putting substances into the  atmosphere or the waterways that might be pollutants, but carbon dioxide  is not a pollutant.",0
If Senator Wong was really serious about her  science she would stop breathing because you inhale air that's got 385  parts per million carbon dioxide in it,0
"""Global warming data apparently cooked by U.S. government-funded body  shows astounding temperature fraud with increases averaging 10 to 15  degrees Fahrenheit.",0
The long-term correlation between CO2 and temperature is well established.,0
CO2 changes are closely related to temperature.,1
"Warmer seasons or triennial phases are followed by an atmosphere that is rich in CO2, reflecting the gas solving or exsolving from water, and not photosynthesis activity.",1
"Claims have recently surfaced in the blogosphere that an increasing number of scientists are warning of an imminent global cooling, some even going so far as to call it a ""growing consensus"".",0
"Rather than 100 years of unprecedented global warming as predicted by  IPCC, the global temperatures have leveled off and we seem to be heading  for cooler weather.""",0
Various independent measurements of solar activity all confirm the sun has shown a slight cooling trend since 1978.,1
There is no single continuous satellite measurement of Total Solar Irradiance (TSI).,0
"Even if the warming were as big as the IPCC imagines, it would not be as dangerous as Mr. Brown suggests.",0
Cooks ’97% consensus’ disproven by a new peer,0
"When CO2 emissions are compared directly to CO2 levels, there is a strong correlation in the long term trends.",1
"Over the three years from 1979 to 1982 when CO2 emissions were decreasing due to the rapid increase in the price of oil that drastically reduced consumption, there was no change in the rate of increase in atmospheric concentration of CO2 proving that humans were not the primary source for the increase in concentration.'",0
The contribution of waste heat to the global climate is 0.028 W/m2.,1
"""Global warming is mostly due to heat production by human industry since the 1800s, from nuclear power and fossil fuels, better termed hydrocarbons, – coal, oil, natural gas.",1
"According to the study, as carbon levels have risen, the cold air at high altitudes over the tropics has actually grown colder.",1
"The lower temperatures at this ""coldest point"" have caused global water vapor levels to drop, even as carbon levels rise.",0
"Water vapor helps trap heat, and is a far the strongest of the major greenhouse gases, contributing 36–72 percent of the greenhouse effect.",1
"Thus rather than a ""doomsday"" cycle of runaway warming, Mother Earth appears surprisingly tolerant of carbon, decreasing atmospheric levels of water vapor -- a more effective greenhouse gas -- to compensate.",0
Statistical analysis of the rate of warming over different periods find that warming from 1970 to 2001 is greater than the warming from both 1860 to 1880 and 1910 to 1940.,1
"Despite the logarithmic relationship between CO2 and surface temperatures, atmospheric CO2 levels are rising so fast that unless we dramatically decrease our emissions, global warming will accelerate over the 21st Century.",1
"As a result, the planet as a whole is becoming less reflective and absorbing more sunlight, which is accelerating global warming.",1
"While preventing global warming is relatively cheap, economists can't even accurately estimate the accelerating costs of climate damages if we continue with business-as-usual.",0
"Yet the cost of doing something will likely be higher than 6 per cent of GDP"" (Bjorn Lomborg)",0
The measurements of the amount of CO2 made at the Mauna Loa Observatory are accurate and uncontaminated by any emissions from the volcano.,1
'Mauna Loa has been producing a readout which supports Manning's predetermined goal by showing steady growth in atmospheric CO2 concentrations since 1959.,1
Venus is not hot because of a runaway greenhouse.,0
"About 60% of the warming observed from 1970 to 2000 was very likely caused by the above natural 60-year climatic cycle during its warming phase"" (Loehle and Scafetta)",0
"However, more direct comparisons between solar activity and global temperature finds that  as the sun grew hotter or cooler, Earth's climate followed it with a 10 year lag - presumably due to the dampening effect of the ocean.",0
"Also found was that the correlation between solar activity and global temperatures ended around 1975, hence recent warming must have some other cause than solar variations.",1
"Consequently, CO2 levels at around 1,000 to 2,300 ppm were actually low enough to promote glaciation in the southern continent of Gondwana.",1
"Clearly, other factors besides atmospheric carbon influence earth temperatures and global warming.""",1
"Hocker is claiming that his model shows that the long-term upward trend in CO2 is explained by temperature, when his methods actually removed the long-term trend.",1
"Thousands of coral atolls have ""drowned"" in the past when they were unable to grow fast enough to maintain a presence at sea level",1
There are many lines of evidence which clearly show that the atmospheric CO2 increase is caused by humans.,1
The clearest of these is simple accounting - humans are emitting CO2 at a rate twice as fast as the atmospheric increase (natural sinks are absorbing the other half).,1
There is no question whatsoever that the CO2 increase is human-caused.,1
"that atmospheric CO2 increase that we observe is a product of temperature  increase, and not the other way around, meaning it is a product of  natural variation...",0
"Once natural influences, in particular the impact of El Niño and La Niña, are removed from the recent termperature record, there is no evidence of a significant change in the human contribution to climate change.",0
"""...there has been no increase in the global average surface temperature for the past 16 years"" (Judith Curry and David Rose)",0
"""The observed data show that CFCs conspiring with cosmic rays most likely caused both the Antarctic ozone hole and global warming...",0
"Correspondingly, the global surface temperature has also dropped.""",0
This increases confidence in other peer-reviewed research predicting sea level rise of 80cm to 2 metres by 2100.,1
"No warming since at least 1995, no melting glaciers and now no rising sea levels.",0
"The claim that 2.2 conventional jobs are destroyed   for  every new job created in the alternative energy industry is based on a study which relies on incorrect numbers, cherrypicked dates, faulty theory, flawed methodology, and is disproven by real-world examples.",1
Continued greenhouse gas emissions at or above current rates would cause further warming and induce many changes in the global climate system during the 21st century that would very likely be larger than those observed during the 20th century.,1
"""a paper...in Science magazine concludes that the climate sensitivity—how much the earth’s average temperature will rise as a result of a doubling of the atmospheric concentration of carbon dioxide—likely (that is, with a 66% probability) lies in the range 1.7°C to 2.6°C, with a median value of 2.3°C.",0
"Fourth Assessment Report (AR4), in which the likely range is given as 2.0°C to 4.5°C, with a best estimate of 3.0°C"" (Pat Michaels)",1
Multiple lines of evidence indicate Greenland's ice loss is accelerating and will contribute sea level rise in the order of metres over the next few centuries.,1
"This was the case last year too, while earlier  years in the DMI analysis period (1958-2010) hardly ever shows Arctic  melt season temperatures this cold (Frank Lansner)",0
"""the temperature increase in the second half of the 20th century could have taken place in steps driven by major ENSO events"" (Jens Raunsø Jensen)",0
"Sending oscillating microwaves from an antenna inside a vacuum through an electromagnetic field through a dielectric material, such as water, creates radio frequency heating at the molecular level",1
"""The IPCC’s Fourth Assessment Report, 2007, carries in three places a graph in which the Hadley Center’s global mean surface temperature anomaly dataset from 1850-2005 is displayed with four arbitrarily-chosen trend-lines overlaid upon it.",1
"""Disasters Cost More Than Ever — But Not Because of Climate Change"" (Roger Pielke Jr.)",0
"the satellite sensors show less warming in the lower troposphere (approximately 10,000 feet above the earth’s surface) than is reported by surface temperature readings.",1
It also concludes that current northern hemisphere surface air temperatures are significantly higher than during the peak of the Medieval Warm Period (MWP).,0
CO2 constitutes 80% of the non-condensing greenhouse gas forcing.,0
"""Cloud cover in models is poorly treated and inaccurately predicted.",1
"Given that a doubling of carbon dioxide would change the surface heat flux by only two watts per square meter, it is evident that a small change in cloud cover can strongly affect the response to carbon dioxide.""",1
the Great Barrier Reef is in fine fettle,0
"""There are other possible causes for climate change which could be associated with solar activity or related to variations in the temperature of the liquid core of the Earth, which is about 5,400 degrees Celsius.",1
"Over the last decade, heatwaves are five times more likely than if there had been no global warming.",1
